product_id,product_name,category,subcategory,brand,unit_cost,unit_price,margin_percent,weight_kg,stock_quantity,reorder_level,supplier_id,is_active,launch_date
PROD00167,ComfortFit Accessories Product 167,Clothing,Accessories,ComfortFit,394.1,701.45,78.0,30.73,262,62,SUP014,True,2023-02-16
PROD00168,UrbanStyle Kids Product 168,Clothing,Kids,UrbanStyle,285.07,421.2,47.8,19.19,674,23,SUP007,True,2022-11-11
PROD00169,UrbanStyle Men Product 169,Clothing,Men,UrbanStyle,189.92,314.85,65.8,17.85,110,83,SUP005,True,2021-10-31
PROD00170,StyleHub Women Product 170,Clothing,Women,StyleHub,371.32,536.1,44.4,14.5,829,20,SUP013,True,2021-04-08
PROD00171,ModernHome Decor Product 171,Home & Garden,Decor,ModernHome,189.16,285.69,51.0,28.54,813,11,SUP008,True,2021-03-06
PROD00172,UrbanStyle Men Product 172,Clothing,Men,UrbanStyle,256.88,334.26,30.1,23.89,310,60,SUP021,True,2023-01-03
PROD00173,GardenPro Kitchen Product 173,Home & Garden,Kitchen,GardenPro,13.13,19.18,46.0,35.37,774,59,SUP025,False,2021-08-31
PROD00174,ComfortFit Women Product 174,Clothing,Women,ComfortFit,187.87,329.46,75.4,16.52,584,61,SUP031,True,2024-05-25
PROD00175,NaturalStyle Kitchen Product 175,Home & Garden,Kitchen,NaturalStyle,440.05,673.08,53.0,2.77,650,10,SUP044,True,2024-08-02
PROD00176,GardenPro Kitchen Product 176,Home & Garden,Kitchen,GardenPro,142.16,226.03,59.0,16.88,433,56,SUP024,True,2022-01-18
PROD00177,HomeEssentials Kitchen Product 177,Home & Garden,Kitchen,HomeEssentials,372.04,525.67,41.3,17.96,971,13,SUP035,True,2022-09-16
PROD00178,NaturalStyle Garden Product 178,Home & Garden,Garden,NaturalStyle,120.3,163.48,35.9,23.37,975,30,SUP047,True,2020-06-19
PROD00179,UrbanStyle Accessories Product 179,Clothing,Accessories,UrbanStyle,214.92,347.78,61.8,36.82,797,54,SUP049,False,2022-09-11
PROD00180,TechCorp Accessories Product 180,Electronics,Accessories,TechCorp,88.17,123.13,39.7,27.79,625,69,SUP039,True,2024-08-12
PROD00181,ComfortFit Women Product 181,Clothing,Women,ComfortFit,193.96,288.43,48.7,11.21,588,13,SUP043,False,2020-11-29
PROD00182,NaturalStyle Decor Product 182,Home & Garden,Decor,NaturalStyle,259.62,449.44,73.1,34.41,762,21,SUP022,True,2020-01-06
PROD00183,UrbanStyle Men Product 183,Clothing,Men,UrbanStyle,227.25,373.84,64.5,20.38,184,22,SUP004,True,2024-06-19
PROD00184,HomeEssentials Furniture Product 184,Home & Garden,Furniture,HomeEssentials,218.75,307.36,40.5,47.68,270,43,SUP017,True,2020-07-14
PROD00185,TechCorp Video Product 185,Electronics,Video,TechCorp,65.74,99.17,50.8,1.39,0,12,SUP020,True,2022-04-23
PROD00186,ModernHome Storage Product 186,Home & Garden,Storage,ModernHome,360.67,555.33,54.0,41.07,626,44,SUP007,True,2022-08-23
PROD00187,SmartTech Video Product 187,Electronics,Video,SmartTech,494.05,668.47,35.3,47.39,793,57,SUP030,True,2021-09-10
PROD00188,StyleHub Men Product 188,Clothing,Men,StyleHub,232.15,339.9,46.4,9.1,259,74,SUP006,False,2024-12-14
PROD00189,StyleHub Accessories Product 189,Clothing,Accessories,StyleHub,288.93,414.8,43.6,28.98,718,61,SUP013,False,2020-08-22
PROD00190,TechCorp Accessories Product 190,Electronics,Accessories,TechCorp,350.67,552.02,57.4,26.22,395,58,SUP044,False,2024-09-03
PROD00191,GardenPro Kitchen Product 191,Home & Garden,Kitchen,GardenPro,213.96,316.75,48.0,44.69,519,34,SUP025,False,2024-07-09
PROD00192,UrbanStyle Men Product 192,Clothing,Men,UrbanStyle,302.24,493.49,63.3,41.03,32,84,SUP016,True,2024-01-15
PROD00193,StyleHub Men Product 193,Clothing,Men,StyleHub,283.17,490.51,73.2,3.24,156,40,SUP001,True,2022-06-21
PROD00194,GadgetMax Video Product 194,Electronics,Video,GadgetMax,308.63,468.24,51.7,8.54,751,73,SUP028,False,2022-08-20
PROD00195,HomeEssentials Decor Product 195,Home & Garden,Decor,HomeEssentials,498.57,759.12,52.3,10.74,20,78,SUP022,True,2023-04-29
PROD00196,ModernHome Storage Product 196,Home & Garden,Storage,ModernHome,481.93,753.86,56.4,0.4,290,78,SUP047,True,2023-12-16
PROD00197,GardenPro Storage Product 197,Home & Garden,Storage,GardenPro,316.45,524.49,65.7,18.41,21,47,SUP018,True,2020-03-06
PROD00198,ModernHome Furniture Product 198,Home & Garden,Furniture,ModernHome,460.04,750.75,63.2,15.79,500,18,SUP046,True,2024-03-21
PROD00199,StyleHub Accessories Product 199,Clothing,Accessories,StyleHub,342.39,522.72,52.7,23.82,334,50,SUP023,False,2023-06-16
PROD00200,CozyLiving Furniture Product 200,Home & Garden,Furniture,CozyLiving,117.78,178.99,52.0,34.81,964,97,SUP044,True,2022-09-30
PROD00201,GardenPro Furniture Product 201,Home & Garden,Furniture,GardenPro,64.75,84.37,30.3,35.63,139,71,SUP004,True,2021-10-19
PROD00202,DigiWorld Computers Product 202,Electronics,Computers,DigiWorld,19.64,33.15,68.8,34.6,504,57,SUP039,True,2024-12-08
PROD00203,StyleHub Women Product 203,Clothing,Women,StyleHub,217.01,345.74,59.3,46.24,621,13,SUP037,True,2023-02-18
PROD00204,UrbanStyle Accessories Product 204,Clothing,Accessories,UrbanStyle,264.34,466.9,76.6,20.17,684,97,SUP032,True,2022-10-08
PROD00205,ElectroPro Computers Product 205,Electronics,Computers,ElectroPro,241.12,369.25,53.1,26.92,678,56,SUP029,True,2021-12-19
PROD00206,ModernHome Furniture Product 206,Home & Garden,Furniture,ModernHome,442.17,646.99,46.3,10.06,199,39,SUP016,True,2024-05-22
PROD00207,GardenPro Storage Product 207,Home & Garden,Storage,GardenPro,212.94,381.26,79.0,41.34,55,17,SUP009,True,2024-12-18
PROD00208,FashionPlus Sports Product 208,Clothing,Sports,FashionPlus,383.31,513.0,33.8,42.59,945,20,SUP036,True,2024-02-05
PROD00209,SmartTech Computers Product 209,Electronics,Computers,SmartTech,370.79,570.39,53.8,44.14,320,98,SUP043,True,2022-07-21
PROD00210,CozyLiving Kitchen Product 210,Home & Garden,Kitchen,CozyLiving,405.12,554.92,37.0,31.01,437,51,SUP011,True,2023-01-27
PROD00211,NaturalStyle Storage Product 211,Home & Garden,Storage,NaturalStyle,236.8,417.82,76.4,18.72,402,15,SUP013,True,2020-05-06
PROD00212,ModernHome Garden Product 212,Home & Garden,Garden,ModernHome,277.44,480.88,73.3,30.4,813,44,SUP025,False,2023-01-26
PROD00213,ElectroPro Mobile Product 213,Electronics,Mobile,ElectroPro,456.75,618.49,35.4,19.03,946,44,SUP047,True,2023-04-15
PROD00214,SmartTech Audio Product 214,Electronics,Audio,SmartTech,412.82,676.83,64.0,8.05,253,46,SUP038,False,2021-11-02
PROD00215,SmartTech Mobile Product 215,Electronics,Mobile,SmartTech,417.93,646.74,54.7,3.28,684,52,SUP033,False,2020-05-28
PROD00216,TechCorp Video Product 216,Electronics,Video,TechCorp,238.87,414.35,73.5,3.48,727,47,SUP001,True,2020-05-20
PROD00217,HomeEssentials Storage Product 217,Home & Garden,Storage,HomeEssentials,72.58,128.27,76.7,2.04,868,61,SUP018,True,2024-05-10
PROD00218,StyleHub Accessories Product 218,Clothing,Accessories,StyleHub,398.86,655.62,64.4,32.77,230,98,SUP044,True,2022-08-11
PROD00219,HomeEssentials Garden Product 219,Home & Garden,Garden,HomeEssentials,73.61,124.3,68.8,12.55,969,84,SUP009,True,2023-02-26
PROD00220,CozyLiving Storage Product 220,Home & Garden,Storage,CozyLiving,151.14,205.53,36.0,31.75,907,82,SUP033,True,2021-08-24
PROD00221,UrbanStyle Sports Product 221,Clothing,Sports,UrbanStyle,356.13,524.78,47.4,18.06,139,24,SUP022,False,2020-04-17
PROD00222,GardenPro Furniture Product 222,Home & Garden,Furniture,GardenPro,203.19,280.71,38.2,27.14,97,45,SUP001,True,2023-09-26
PROD00223,NaturalStyle Furniture Product 223,Home & Garden,Furniture,NaturalStyle,208.75,373.81,79.1,7.06,181,53,SUP036,True,2021-07-05
PROD00224,ElectroPro Accessories Product 224,Electronics,Accessories,ElectroPro,271.11,362.25,33.6,20.01,481,39,SUP042,True,2020-08-26
PROD00225,TrendyWear Women Product 225,Clothing,Women,TrendyWear,23.5,38.98,65.9,20.78,680,63,SUP033,False,2020-02-05
PROD00226,CozyLiving Kitchen Product 226,Home & Garden,Kitchen,CozyLiving,188.3,274.11,45.6,19.39,106,72,SUP039,True,2021-04-14
PROD00227,TechCorp Accessories Product 227,Electronics,Accessories,TechCorp,307.35,416.96,35.7,14.44,178,14,SUP049,True,2022-11-26
PROD00228,ComfortFit Men Product 228,Clothing,Men,ComfortFit,137.13,189.6,38.3,48.28,775,64,SUP005,True,2020-07-14
PROD00229,ComfortFit Accessories Product 229,Clothing,Accessories,ComfortFit,220.36,298.8,35.6,49.52,802,60,SUP046,True,2024-10-21
PROD00230,GardenPro Storage Product 230,Home & Garden,Storage,GardenPro,332.04,587.8,77.0,0.72,582,75,SUP025,False,2020-06-11
PROD00231,UrbanStyle Men Product 231,Clothing,Men,UrbanStyle,131.77,183.61,39.3,45.49,56,73,SUP045,True,2020-05-12
PROD00232,DigiWorld Computers Product 232,Electronics,Computers,DigiWorld,284.74,441.85,55.2,1.56,951,57,SUP009,True,2023-03-30
PROD00233,SmartTech Mobile Product 233,Electronics,Mobile,SmartTech,172.16,287.55,67.0,35.51,659,52,SUP048,True,2022-02-18
PROD00234,GardenPro Decor Product 234,Home & Garden,Decor,GardenPro,391.53,524.95,34.1,6.14,294,17,SUP034,True,2023-09-07
PROD00235,UrbanStyle Accessories Product 235,Clothing,Accessories,UrbanStyle,329.9,566.08,71.6,10.38,403,58,SUP009,True,2023-02-22
PROD00236,DigiWorld Video Product 236,Electronics,Video,DigiWorld,255.2,449.94,76.3,21.86,69,14,SUP011,True,2022-07-18
PROD00237,CozyLiving Garden Product 237,Home & Garden,Garden,CozyLiving,222.74,362.28,62.7,28.77,795,20,SUP027,False,2020-05-26
PROD00238,HomeEssentials Garden Product 238,Home & Garden,Garden,HomeEssentials,412.67,642.77,55.8,44.78,982,12,SUP032,True,2022-09-06
PROD00239,GadgetMax Mobile Product 239,Electronics,Mobile,GadgetMax,173.55,230.05,32.6,40.66,229,38,SUP003,True,2022-12-10
PROD00240,DigiWorld Video Product 240,Electronics,Video,DigiWorld,69.06,105.13,52.2,14.18,119,92,SUP002,True,2024-12-03
PROD00241,SmartTech Accessories Product 241,Electronics,Accessories,SmartTech,158.6,237.6,49.8,14.24,31,51,SUP009,True,2020-09-17
PROD00242,HomeEssentials Storage Product 242,Home & Garden,Storage,HomeEssentials,59.77,94.52,58.1,31.28,372,99,SUP029,True,2024-05-24
PROD00243,HomeEssentials Kitchen Product 243,Home & Garden,Kitchen,HomeEssentials,101.76,146.2,43.7,37.15,381,95,SUP031,True,2020-11-14
PROD00244,DigiWorld Accessories Product 244,Electronics,Accessories,DigiWorld,468.72,830.9,77.3,27.1,419,90,SUP003,True,2021-12-19
PROD00245,StyleHub Accessories Product 245,Clothing,Accessories,StyleHub,82.33,146.05,77.4,22.5,871,21,SUP013,False,2024-12-11
PROD00246,TrendyWear Women Product 246,Clothing,Women,TrendyWear,394.01,644.93,63.7,22.46,242,62,SUP013,True,2023-05-25
PROD00247,ElectroPro Accessories Product 247,Electronics,Accessories,ElectroPro,162.59,260.52,60.2,15.39,786,72,SUP005,True,2020-08-06
PROD00248,DigiWorld Video Product 248,Electronics,Video,DigiWorld,174.3,309.42,77.5,6.08,637,22,SUP021,False,2024-07-19
PROD00249,ModernHome Kitchen Product 249,Home & Garden,Kitchen,ModernHome,298.15,402.73,35.1,3.59,939,57,SUP037,True,2024-08-07
PROD00250,TechCorp Computers Product 250,Electronics,Computers,TechCorp,129.55,198.59,53.3,13.2,873,81,SUP005,True,2024-05-17
PROD00251,CozyLiving Garden Product 251,Home & Garden,Garden,CozyLiving,255.1,416.57,63.3,24.74,81,12,SUP012,True,2020-11-29
PROD00252,ComfortFit Accessories Product 252,Clothing,Accessories,ComfortFit,492.24,651.65,32.4,18.24,237,27,SUP014,True,2023-07-06
PROD00253,TechCorp Video Product 253,Electronics,Video,TechCorp,165.05,260.15,57.6,15.97,318,58,SUP014,True,2023-11-22
PROD00254,SmartTech Audio Product 254,Electronics,Audio,SmartTech,360.31,517.14,43.5,44.26,641,28,SUP039,True,2024-02-16
PROD00255,ComfortFit Women Product 255,Clothing,Women,ComfortFit,433.8,744.94,71.7,3.5,529,12,SUP049,True,2021-05-24
PROD00256,TechCorp Accessories Product 256,Electronics,Accessories,TechCorp,184.41,272.1,47.5,47.74,81,90,SUP025,True,2024-01-02
PROD00257,ElectroPro Audio Product 257,Electronics,Audio,ElectroPro,271.19,373.43,37.7,10.2,722,72,SUP022,False,2021-09-14
PROD00258,DigiWorld Accessories Product 258,Electronics,Accessories,DigiWorld,387.08,691.45,78.6,33.91,178,50,SUP003,True,2020-04-07
PROD00259,CozyLiving Decor Product 259,Home & Garden,Decor,CozyLiving,463.68,748.34,61.4,42.66,469,55,SUP013,True,2024-06-27
PROD00260,TechCorp Video Product 260,Electronics,Video,TechCorp,348.19,467.21,34.2,16.98,998,43,SUP004,True,2022-04-22
PROD00261,TrendyWear Accessories Product 261,Clothing,Accessories,TrendyWear,494.85,794.67,60.6,41.29,154,26,SUP014,True,2020-06-19
PROD00262,FashionPlus Sports Product 262,Clothing,Sports,FashionPlus,74.44,108.66,46.0,32.4,737,32,SUP016,True,2020-12-11
PROD00263,SmartTech Computers Product 263,Electronics,Computers,SmartTech,396.67,659.46,66.2,17.3,613,13,SUP033,True,2024-06-28
PROD00264,SmartTech Accessories Product 264,Electronics,Accessories,SmartTech,165.29,255.93,54.8,15.68,869,55,SUP011,False,2020-08-17
PROD00265,SmartTech Audio Product 265,Electronics,Audio,SmartTech,162.68,288.57,77.4,9.35,56,10,SUP013,False,2024-09-19
PROD00266,TrendyWear Accessories Product 266,Clothing,Accessories,TrendyWear,267.46,417.42,56.1,24.95,739,70,SUP023,False,2020-01-21
PROD00267,StyleHub Accessories Product 267,Clothing,Accessories,StyleHub,245.64,355.17,44.6,22.47,764,38,SUP037,True,2023-05-19
PROD00268,GardenPro Garden Product 268,Home & Garden,Garden,GardenPro,128.68,227.5,76.8,26.31,257,55,SUP006,True,2021-06-15
PROD00269,HomeEssentials Storage Product 269,Home & Garden,Storage,HomeEssentials,66.7,100.98,51.4,40.33,943,23,SUP045,True,2022-06-11
PROD00270,UrbanStyle Accessories Product 270,Clothing,Accessories,UrbanStyle,170.82,269.93,58.0,28.46,317,10,SUP012,True,2023-07-13
PROD00271,NaturalStyle Furniture Product 271,Home & Garden,Furniture,NaturalStyle,249.75,424.48,70.0,17.11,737,79,SUP038,True,2022-06-20
PROD00272,FashionPlus Women Product 272,Clothing,Women,FashionPlus,388.24,582.73,50.1,45.34,127,94,SUP034,True,2023-12-12
PROD00273,TrendyWear Accessories Product 273,Clothing,Accessories,TrendyWear,342.8,596.2,73.9,19.8,219,62,SUP033,True,2023-02-28
PROD00274,CozyLiving Storage Product 274,Home & Garden,Storage,CozyLiving,281.31,490.67,74.4,10.84,928,18,SUP030,True,2021-05-06
PROD00275,TechCorp Computers Product 275,Electronics,Computers,TechCorp,40.61,65.9,62.3,44.43,243,38,SUP022,False,2022-02-05
PROD00276,NaturalStyle Garden Product 276,Home & Garden,Garden,NaturalStyle,163.82,218.39,33.3,27.07,417,31,SUP042,False,2020-09-05
PROD00277,NaturalStyle Decor Product 277,Home & Garden,Decor,NaturalStyle,196.56,348.27,77.2,9.82,814,57,SUP050,True,2020-05-16
PROD00278,FashionPlus Men Product 278,Clothing,Men,FashionPlus,58.35,101.53,74.0,21.91,6,70,SUP037,True,2020-02-17
PROD00279,DigiWorld Accessories Product 279,Electronics,Accessories,DigiWorld,183.7,276.54,50.5,43.78,580,93,SUP001,True,2023-05-23
PROD00280,GadgetMax Video Product 280,Electronics,Video,GadgetMax,492.52,644.9,30.9,4.11,116,85,SUP043,True,2024-06-15
PROD00281,TechCorp Computers Product 281,Electronics,Computers,TechCorp,149.9,211.62,41.2,25.96,189,12,SUP026,False,2022-06-14
PROD00282,GadgetMax Audio Product 282,Electronics,Audio,GadgetMax,274.05,438.8,60.1,25.79,933,88,SUP025,True,2024-10-07
PROD00283,ModernHome Furniture Product 283,Home & Garden,Furniture,ModernHome,72.7,97.47,34.1,46.12,959,36,SUP030,True,2023-08-05
PROD00284,HomeEssentials Decor Product 284,Home & Garden,Decor,HomeEssentials,119.39,181.51,52.0,16.12,482,25,SUP019,True,2023-04-07
PROD00285,HomeEssentials Garden Product 285,Home & Garden,Garden,HomeEssentials,189.29,333.99,76.4,36.46,993,58,SUP039,True,2022-07-18
PROD00286,TrendyWear Men Product 286,Clothing,Men,TrendyWear,113.9,155.18,36.2,22.91,188,22,SUP036,False,2023-06-15
PROD00287,SmartTech Accessories Product 287,Electronics,Accessories,SmartTech,89.96,161.91,80.0,24.73,319,80,SUP016,False,2023-06-10
PROD00288,ElectroPro Mobile Product 288,Electronics,Mobile,ElectroPro,438.43,767.28,75.0,17.83,867,11,SUP047,True,2021-03-20
PROD00289,TechCorp Audio Product 289,Electronics,Audio,TechCorp,475.01,709.94,49.5,3.24,885,98,SUP016,True,2022-08-23
PROD00290,HomeEssentials Furniture Product 290,Home & Garden,Furniture,HomeEssentials,107.96,152.67,41.4,42.96,443,58,SUP018,False,2021-06-18
PROD00291,TechCorp Video Product 291,Electronics,Video,TechCorp,396.98,667.05,68.0,26.76,191,27,SUP041,True,2022-11-04
PROD00292,GadgetMax Mobile Product 292,Electronics,Mobile,GadgetMax,249.58,403.76,61.8,38.9,226,99,SUP014,True,2021-02-25
PROD00293,DigiWorld Audio Product 293,Electronics,Audio,DigiWorld,402.47,585.47,45.5,23.29,121,18,SUP022,True,2022-06-28
PROD00294,TrendyWear Sports Product 294,Clothing,Sports,TrendyWear,292.83,401.96,37.3,20.06,496,24,SUP025,False,2021-10-13
PROD00295,GardenPro Garden Product 295,Home & Garden,Garden,GardenPro,425.08,725.58,70.7,0.36,230,79,SUP039,True,2020-10-03
PROD00296,UrbanStyle Accessories Product 296,Clothing,Accessories,UrbanStyle,421.99,553.05,31.1,37.23,635,38,SUP020,True,2022-10-10
PROD00297,ModernHome Storage Product 297,Home & Garden,Storage,ModernHome,80.71,134.4,66.5,30.4,401,30,SUP049,True,2020-07-22
PROD00298,ElectroPro Video Product 298,Electronics,Video,ElectroPro,137.14,214.95,56.7,18.67,120,85,SUP011,True,2021-08-31
PROD00299,TechCorp Audio Product 299,Electronics,Audio,TechCorp,493.51,835.8,69.4,0.63,204,87,SUP010,True,2020-07-29
PROD00300,SmartTech Accessories Product 300,Electronics,Accessories,SmartTech,187.58,302.27,61.1,0.49,826,52,SUP045,True,2022-06-03
PROD00301,GardenPro Kitchen Product 301,Home & Garden,Kitchen,GardenPro,151.3,266.29,76.0,9.46,588,100,SUP043,True,2022-07-02
PROD00302,SmartTech Accessories Product 302,Electronics,Accessories,SmartTech,274.19,435.24,58.7,33.77,150,83,SUP035,False,2021-05-11
PROD00303,ElectroPro Audio Product 303,Electronics,Audio,ElectroPro,155.37,244.44,57.3,9.07,877,54,SUP025,True,2022-12-26
PROD00304,UrbanStyle Women Product 304,Clothing,Women,UrbanStyle,294.55,455.22,54.5,27.74,603,54,SUP018,True,2020-03-14
PROD00305,StyleHub Sports Product 305,Clothing,Sports,StyleHub,95.22,133.04,39.7,8.21,83,96,SUP048,False,2024-01-01
PROD00306,GadgetMax Computers Product 306,Electronics,Computers,GadgetMax,139.73,225.63,61.5,5.75,979,34,SUP004,True,2022-02-20
PROD00307,TechCorp Video Product 307,Electronics,Video,TechCorp,427.36,642.33,50.3,1.34,367,23,SUP024,True,2023-03-07
PROD00308,TechCorp Mobile Product 308,Electronics,Mobile,TechCorp,300.42,485.75,61.7,12.18,992,21,SUP033,True,2021-06-28
PROD00309,HomeEssentials Garden Product 309,Home & Garden,Garden,HomeEssentials,172.58,281.14,62.9,43.94,265,100,SUP036,False,2024-11-24
PROD00310,GardenPro Kitchen Product 310,Home & Garden,Kitchen,GardenPro,138.97,211.68,52.3,30.8,836,21,SUP015,True,2024-11-02
PROD00311,DigiWorld Video Product 311,Electronics,Video,DigiWorld,24.23,33.97,40.2,12.06,160,51,SUP010,True,2021-01-31
PROD00312,HomeEssentials Kitchen Product 312,Home & Garden,Kitchen,HomeEssentials,326.68,505.15,54.6,26.99,469,84,SUP019,True,2020-10-05
PROD00313,ModernHome Kitchen Product 313,Home & Garden,Kitchen,ModernHome,269.67,382.08,41.7,11.2,604,93,SUP030,True,2023-10-15
PROD00314,TechCorp Computers Product 314,Electronics,Computers,TechCorp,397.5,565.31,42.2,43.03,746,14,SUP043,True,2024-03-29
PROD00315,GardenPro Kitchen Product 315,Home & Garden,Kitchen,GardenPro,460.43,675.45,46.7,9.83,869,31,SUP007,True,2024-05-18
PROD00316,GadgetMax Accessories Product 316,Electronics,Accessories,GadgetMax,366.44,626.41,70.9,14.38,465,55,SUP005,False,2021-06-07
PROD00317,ModernHome Decor Product 317,Home & Garden,Decor,ModernHome,81.37,133.56,64.1,38.6,12,100,SUP031,False,2024-09-25
PROD00318,HomeEssentials Furniture Product 318,Home & Garden,Furniture,HomeEssentials,196.06,323.53,65.0,13.33,694,75,SUP046,True,2023-01-08
PROD00319,ModernHome Decor Product 319,Home & Garden,Decor,ModernHome,214.32,288.17,34.5,16.12,793,49,SUP002,False,2020-01-20
PROD00320,DigiWorld Mobile Product 320,Electronics,Mobile,DigiWorld,114.44,189.34,65.5,43.52,713,67,SUP029,False,2022-04-29
PROD00321,CozyLiving Storage Product 321,Home & Garden,Storage,CozyLiving,412.87,545.42,32.1,42.86,198,12,SUP025,False,2023-03-21
PROD00322,SmartTech Video Product 322,Electronics,Video,SmartTech,443.11,747.54,68.7,30.98,495,71,SUP027,True,2024-11-05
PROD00323,CozyLiving Kitchen Product 323,Home & Garden,Kitchen,CozyLiving,393.3,697.75,77.4,38.88,686,92,SUP043,False,2021-08-09
PROD00324,HomeEssentials Kitchen Product 324,Home & Garden,Kitchen,HomeEssentials,467.16,687.19,47.1,27.7,145,48,SUP043,True,2021-07-11
PROD00325,TrendyWear Women Product 325,Clothing,Women,TrendyWear,448.63,587.49,31.0,41.83,421,95,SUP013,True,2023-04-27
PROD00326,FashionPlus Accessories Product 326,Clothing,Accessories,FashionPlus,497.11,795.54,60.0,49.83,920,60,SUP008,True,2023-07-11
PROD00327,GardenPro Storage Product 327,Home & Garden,Storage,GardenPro,348.14,479.93,37.9,26.63,857,78,SUP030,True,2021-12-20
PROD00328,UrbanStyle Sports Product 328,Clothing,Sports,UrbanStyle,79.99,128.27,60.4,18.01,83,32,SUP041,True,2024-10-18
PROD00329,ComfortFit Kids Product 329,Clothing,Kids,ComfortFit,393.37,589.14,49.8,18.67,935,70,SUP021,True,2022-11-08
PROD00330,ComfortFit Accessories Product 330,Clothing,Accessories,ComfortFit,76.24,101.31,32.9,5.36,214,29,SUP045,True,2021-05-12
PROD00331,ElectroPro Mobile Product 331,Electronics,Mobile,ElectroPro,384.86,511.88,33.0,9.17,633,35,SUP011,False,2023-06-28
PROD00332,TrendyWear Sports Product 332,Clothing,Sports,TrendyWear,135.15,178.2,31.8,20.13,85,29,SUP018,False,2021-06-04
